"","valve","Timestamp","p1","p2","p1_abs","p2_abs","Headloss","Velocity","Flow","kv","Zv","sigma_0","sigma_1","sigma_2","level","scenarios_id"
"6250","RIKO_02",12M 0S,15.08,7.59,22.3504375797459,14.8604375797459,7.49,3.32,2610,10856.8065438741,13.3322869792423,2.75637713533254,1.75637713533254,1.63383024955804,2.84,"0149"
"6251","RIKO_02",13M 0S,14.91,7.59,22.1804375797459,14.8604375797459,7.32,3.32,2610,10982.1524361642,13.0296850050806,2.79716731470501,1.79716731470501,1.66906983325378,2.67,"0149"
"6252","RIKO_02",14M 0S,14.74,7.59,22.0104375797459,14.8604375797459,7.15,3.32,2610,11111.9425454268,12.7270830309189,2.83989716694275,1.83989716694275,1.70586307078419,2.49,"0149"
"6253","RIKO_02",15M 0S,14.57,7.59,21.8404375797459,14.8604375797459,6.99,3.32,2610,11238.398309658,12.4422811728843,2.88058150838923,1.88201212355375,1.74200522298763,2.32,"0149"
"6254","RIKO_02",16M 0S,14.4,7.59,21.6704375797459,14.8604375797459,6.82,3.32,2610,11377.6041780704,12.1396791987226,2.92745817355435,1.92892444921418,1.7821229618992,2.15,"0149"
"6255","RIKO_02",17M 0S,14.24,7.59,21.5104375797459,14.8604375797459,6.65,3.32,2610,11522.1144676015,11.8370772245609,2.97823529979559,1.97823529979559,1.82413205143228,1.98,"0149"
"6256","RIKO_02",18M 0S,14.07,7.59,21.3404375797459,14.8604375797459,6.49,3.32,2610,11663.2788683088,11.5522753665263,3.0254645213622,2.02700535341151,1.86552026053209,1.8,"0149"
"6257","RIKO_02",19M 0S,13.91,7.59,21.1804375797459,14.8604375797459,6.32,3.32,2610,11819.1016814715,11.2496733923646,3.08152923158872,2.08152923158872,1.91160394746758,1.63,"0149"
"6258","RIKO_02",20M 0S,13.74,7.59,21.0104375797459,14.8604375797459,6.16,3.32,2610,11971.6125268698,10.9648715343301,3.13397154929232,2.1355949259157,1.95710617910482,1.46,"0149"
"6259","RIKO_01",0S,17.78,7.07,25.0504375797459,14.3404375797459,10.71,3.32,2610,9079.21441831734,19.0639243721876,2.17976328138569,1.17976328138569,1.120963055692,5,"0150"
"6260","RIKO_01",1M 0S,17.6,7.07,24.8704375797459,14.3404375797459,10.53,3.32,2610,9156.48572156538,18.7435222818987,2.19993017508459,1.19993017508459,1.1391542832274,4.82,"0150"
"6261","RIKO_01",2M 0S,17.42,7.07,24.6904375797459,14.3404375797459,10.35,3.32,2610,9235.76413354276,18.4231201916098,2.22079852595562,1.22079852595562,1.15794567255656,4.63,"0150"
"6262","RIKO_01",3M 0S,17.24,7.07,24.5104375797459,14.3404375797459,10.17,3.32,2610,9317.13807705471,18.1027181013209,2.24240557951236,1.24240557951236,1.17736742248556,4.45,"0150"
"6263","RIKO_01",4M 0S,17.06,7.07,24.3304375797459,14.3404375797459,9.99,3.32,2610,9400.70152643882,17.7823160110321,2.2647912656297,1.2647912656297,1.19745179243125,4.27,"0150"
"6264","RIKO_01",5M 0S,16.88,7.07,24.1504375797459,14.3404375797459,9.81,3.32,2610,9486.55446388889,17.4619139207432,2.28799844481556,1.28799844481556,1.21823328122825,4.09,"0150"
"6265","RIKO_01",6M 0S,16.71,7.07,23.9804375797459,14.3404375797459,9.63,3.32,2610,9574.80338247654,17.1415118304544,2.31311160370101,1.31207318210184,1.23974882488376,3.91,"0150"
"6266","RIKO_01",7M 0S,16.53,7.07,23.8004375797459,14.3404375797459,9.46,3.32,2610,9660.45184293805,16.8389098562926,2.33565166423263,1.33565166423263,1.26077872216429,3.73,"0150"
"6267","RIKO_01",8M 0S,16.36,7.07,23.6304375797459,14.3404375797459,9.28,3.32,2610,9753.69160882176,16.5185077660038,2.36263628703025,1.36155870082335,1.28383754334751,3.55,"0150"
"6268","RIKO_01",9M 0S,16.18,7.07,23.4504375797459,14.3404375797459,9.11,3.32,2610,9844.2768676628,16.2159057918421,2.38696649216693,1.38696649216693,1.30640340655663,3.37,"0150"
"6269","RIKO_01",10M 0S,16.01,7.07,23.2804375797459,14.3404375797459,8.93,3.32,2610,9942.99631961463,15.8955037015532,2.41604308439425,1.41492326356559,1.33117771276348,3.19,"0150"
"6270","RIKO_01",11M 0S,15.83,7.07,23.1004375797459,14.3404375797459,8.76,3.32,2610,10039.0115760795,15.5929017273915,2.44238182005031,1.44238182005031,1.35545417811356,3.02,"0150"
"6271","RIKO_01",12M 0S,15.66,7.07,22.9304375797459,14.3404375797459,8.59,3.32,2610,10137.8631911015,15.2902997532298,2.47092721113396,1.47092721113396,1.38063254293165,2.84,"0150"
"6272","RIKO_01",13M 0S,15.49,7.07,22.7604375797459,14.3404375797459,8.42,3.32,2610,10239.6936192289,14.9876977790681,2.50062526646564,1.50062526646564,1.40676401844841,2.67,"0150"
"6273","RIKO_01",14M 0S,15.32,7.07,22.5904375797459,14.3404375797459,8.25,3.32,2610,10344.6555371273,14.6850958049064,2.53154724165342,1.53154724165342,1.43390376782941,2.49,"0150"
"6274","RIKO_01",15M 0S,15.15,7.07,22.4204375797459,14.3404375797459,8.08,3.32,2610,10452.9128064197,14.3824938307447,2.56377038906444,1.56377038906444,1.46211129488434,2.32,"0150"
"6275","RIKO_01",16M 0S,14.98,7.07,22.2504375797459,14.3404375797459,7.91,3.32,2610,10564.6415497446,14.079891856583,2.59737860223018,1.59737860223018,1.49145087957659,2.15,"0150"
"6276","RIKO_01",17M 0S,14.81,7.07,22.0804375797459,14.3404375797459,7.74,3.32,2610,10680.0313561076,13.7772898824213,2.63246314517322,1.63246314517322,1.52199206704169,1.98,"0150"
"6277","RIKO_01",18M 0S,14.64,7.07,21.9104375797459,14.3404375797459,7.57,3.32,2610,10799.2866343002,13.4746879082595,2.66912348000537,1.66912348000538,1.55381021794513,1.8,"0150"
"6278","RIKO_01",19M 0S,14.47,7.07,21.7404375797459,14.3404375797459,7.4,3.32,2610,10922.6281363693,13.1720859340978,2.70746820860009,1.70746820860009,1.58698712934754,1.63,"0150"
"6279","RIKO_01",20M 0S,14.31,7.07,21.5804375797459,14.3404375797459,7.23,3.32,2610,11050.2946769818,12.8694839599361,2.74899927297935,1.74761614711489,1.62161173684533,1.46,"0150"
"6280","RIKO_02",0S,17.16,7.54,24.4304375797459,14.8104375797459,9.61,3.32,2610,9584.76157901358,17.1059115982,2.36475179434346,1.36371121161714,1.2883926503715,5,"0150"
"6281","RIKO_02",1M 0S,16.98,7.54,24.2504375797459,14.8104375797459,9.43,3.32,2610,9675.80621317249,16.7855095079112,2.39080219974981,1.38974175436275,1.31160276409403,4.82,"0150"
"6282","RIKO_02",2M 0S,16.8,7.54,24.0704375797459,14.8104375797459,9.26,3.32,2610,9764.21907179849,16.4829075337495,2.41525537188344,1.41525537188344,1.33430457069941,4.63,"0150"
"6283","RIKO_02",3M 0S,16.63,7.54,23.9004375797459,14.8104375797459,9.08,3.32,2610,9860.52602898456,16.1625054434606,2.44441241670052,1.44331109511461,1.3592143354737,4.45,"0150"
"6284","RIKO_02",4M 0S,16.45,7.54,23.7204375797459,14.8104375797459,8.91,3.32,2610,9954.14943172398,15.8599034692989,2.47084901724362,1.47084901724362,1.38360954876612,4.27,"0150"
"6285","RIKO_02",5M 0S,16.28,7.54,23.5504375797459,14.8104375797459,8.73,3.32,2610,10056.2459434039,15.53950137901,2.5023212764766,1.50117580110432,1.41041273837926,4.09,"0150"
"6286","RIKO_02",6M 0S,16.1,7.54,23.3704375797459,14.8104375797459,8.56,3.32,2610,10155.6126004156,15.2368994048483,2.53098887192064,1.53098887192064,1.43669815583334,3.91,"0150"
"6287","RIKO_02",7M 0S,15.93,7.54,23.2004375797459,14.8104375797459,8.39,3.32,2610,10257.9842446171,14.9342974306866,2.56201010055312,1.56201010055312,1.46398192533248,3.73,"0150"
"6288","RIKO_02",8M 0S,15.76,7.54,23.0304375797459,14.8104375797459,8.22,3.32,2610,10363.5154534909,14.6316954565249,2.59431444569838,1.59431444569838,1.49232202586571,3.55,"0150"
"6289","RIKO_02",9M 0S,15.59,7.54,22.8604375797459,14.8104375797459,8.04,3.32,2610,10478.8828161511,14.311293366236,2.63125183378616,1.63000805269163,1.52355015826672,3.37,"0150"
"6290","RIKO_02",10M 0S,15.42,7.54,22.6904375797459,14.8104375797459,7.87,3.32,2610,10591.4554039123,14.0086913920743,2.66648853159348,1.66521788356298,1.55426764546013,3.19,"0150"
"6291","RIKO_02",11M 0S,15.25,7.54,22.5204375797459,14.8104375797459,7.7,3.32,2610,10707.7357641476,13.7060894179126,2.70328113553775,1.70198243423905,1.5862492582823,3.02,"0150"
"6292","RIKO_02",12M 0S,15.08,7.54,22.3504375797459,14.8104375797459,7.53,3.32,2610,10827.9320072572,13.4034874437509,2.7417350257159,1.74040700446756,1.61957467054396,2.84,"0150"
"6293","RIKO_02",13M 0S,14.91,7.54,22.1804375797459,14.8104375797459,7.36,3.32,2610,10952.2689727825,13.1008854695892,2.78196531842944,1.78060662277727,1.65433039518735,2.67,"0150"
"6294","RIKO_02",14M 0S,14.74,7.54,22.0104375797459,14.8104375797459,7.19,3.32,2610,11080.9899991031,12.7982834954275,2.8240980171962,1.82270719661206,1.69061053421082,2.49,"0150"
"6295","RIKO_02",15M 0S,14.57,7.54,21.8404375797459,14.8104375797459,7.03,3.32,2610,11206.3800157911,12.5134816373929,2.86419128643538,1.86419128643538,1.72624080583702,2.32,"0150"
"6296","RIKO_02",16M 0S,14.4,7.54,21.6704375797459,14.8104375797459,6.86,3.32,2610,11344.3848248988,12.2108796632312,2.91038844659485,1.91038844659485,1.76578123683335,2.15,"0150"
"6297","RIKO_02",17M 0S,14.24,7.54,21.5104375797459,14.8104375797459,6.69,3.32,2610,11487.6170414703,11.9082776890695,2.9604282128013,1.95893344449039,1.80717551894241,1.98,"0150"
"6298","RIKO_02",18M 0S,14.07,7.54,21.3404375797459,14.8104375797459,6.53,3.32,2610,11627.5018549748,11.623475831035,3.00693181372752,2.00693181372752,1.84794772403699,1.8,"0150"
"6299","RIKO_02",19M 0S,13.91,7.54,21.1804375797459,14.8104375797459,6.36,3.32,2610,11781.8760718989,11.3208738568733,3.06214854459759,2.06057621755357,1.89333351695534,1.63,"0150"
"6300","RIKO_02",20M 0S,13.74,7.54,21.0104375797459,14.8104375797459,6.2,3.32,2610,11932.9319329379,11.0360719988387,3.11375237800656,2.11375237800656,1.93813425456808,1.46,"0150"
"6301","RIKO_01",0S,17.78,7.09,25.0504375797459,14.3604375797459,10.69,3.32,2610,9087.70363421428,19.0283241399332,2.18384141661746,1.18384141661746,1.12473305546122,5,"0151"
"6302","RIKO_01",1M 0S,17.6,7.09,24.8704375797459,14.3604375797459,10.51,3.32,2610,9165.19374609317,18.7079220496444,2.20411653126933,1.20411653126933,1.14301843436007,4.82,"0151"
"6303","RIKO_01",2M 0S,17.42,7.09,24.6904375797459,14.3604375797459,10.33,3.32,2610,9244.70053053761,18.3875199593555,2.22509823268545,1.22509823268545,1.16190818902573,4.63,"0151"
"6304","RIKO_01",3M 0S,17.24,7.09,24.5104375797459,14.3604375797459,10.15,3.32,2610,9326.31300599086,18.0671178690666,2.24682411267396,1.24682411267396,1.18143278708213,4.45,"0151"
"6305","RIKO_01",4M 0S,17.06,7.09,24.3304375797459,14.3604375797459,9.97,3.32,2610,9410.12579098742,17.7467157787778,2.26933447779746,1.26933447779746,1.20162477905469,4.27,"0151"
"6306","RIKO_01",5M 0S,16.88,7.09,24.1504375797459,14.3604375797459,9.8,3.32,2610,9491.39330861257,17.4441138046161,2.29033313710619,1.29135354526946,1.2213391461528,4.09,"0151"
"6307","RIKO_01",6M 0S,16.71,7.09,23.9804375797459,14.3604375797459,9.62,3.32,2610,9579.77859891125,17.1237117143272,2.31551608561754,1.31551608561754,1.24293072858068,3.91,"0151"
"6308","RIKO_01",7M 0S,16.53,7.09,23.8004375797459,14.3604375797459,9.44,3.32,2610,9670.6799578653,16.8033096240383,2.3406000787755,1.3406000787755,1.26529946854708,3.73,"0151"
"6309","RIKO_01",8M 0S,16.36,7.09,23.6304375797459,14.3604375797459,9.27,3.32,2610,9758.95108162718,16.5007076498766,2.36518497773902,1.36518497773902,1.28717756197897,3.55,"0151"
"6310","RIKO_01",9M 0S,16.18,7.09,23.4504375797459,14.3604375797459,9.09,3.32,2610,9855.10070476147,16.1803055595878,2.39221834363484,1.39221834363484,1.31118262871079,3.37,"0151"
"6311","RIKO_01",10M 0S,16.01,7.09,23.2804375797459,14.3604375797459,8.92,3.32,2610,9948.56818686035,15.877703585426,2.41875165287452,1.41875165287452,1.33469094842539,3.19,"0151"
"6312","RIKO_01",11M 0S,15.83,7.09,23.1004375797459,14.3604375797459,8.75,3.32,2610,10044.7465160366,15.5751016112643,2.44517311355894,1.44631597070179,1.35905762353613,3.02,"0151"
"6313","RIKO_01",12M 0S,15.66,7.09,22.9304375797459,14.3604375797459,8.57,3.32,2610,10149.6857760996,15.2546995209755,2.47669366903625,1.47669366903625,1.38584648560289,2.84,"0151"
"6314","RIKO_01",13M 0S,15.49,7.09,22.7604375797459,14.3604375797459,8.4,3.32,2610,10251.8764832869,14.9520975468138,2.5065791361477,1.5065791361477,1.41213518407642,2.67,"0151"
"6315","RIKO_01",14M 0S,15.32,7.09,22.5904375797459,14.3604375797459,8.23,3.32,2610,10357.2173578296,14.6494955726521,2.53769923981053,1.53769923981053,1.43944053027758,2.49,"0151"
"6316","RIKO_01",15M 0S,15.15,7.09,22.4204375797459,14.3604375797459,8.06,3.32,2610,10465.8736456281,14.3468935984904,2.57013210218867,1.57013210218867,1.4678226613815,2.32,"0151"
"6317","RIKO_01",16M 0S,14.98,7.09,22.2504375797459,14.3604375797459,7.89,3.32,2610,10578.0229883568,14.0442916243286,2.6039625784082,1.6039625784082,1.49734655297737,2.15,"0151"
"6318","RIKO_01",17M 0S,14.81,7.09,22.0804375797459,14.3604375797459,7.72,3.32,2610,10693.8566452046,13.7416896501669,2.63928299788092,1.63928299788092,1.52808251565788,1.98,"0151"
"6319","RIKO_01",18M 0S,14.64,7.09,21.9104375797459,14.3604375797459,7.55,3.32,2610,10813.5808650894,13.4390876760052,2.67619400578022,1.67619400578022,1.56010675405131,1.8,"0151"
"6320","RIKO_01",19M 0S,14.47,7.09,21.7404375797459,14.3604375797459,7.38,3.32,2610,10937.4184317516,13.1364857018435,2.71480552081852,1.71480552081852,1.59350199765258,1.63,"0151"
"6321","RIKO_01",20M 0S,14.31,7.09,21.5804375797459,14.3604375797459,7.22,3.32,2610,11057.9445876779,12.851683843809,2.75280675119677,1.75280675119677,1.626265691571,1.46,"0151"
"6322","RIKO_02",0S,17.16,7.56,24.4304375797459,14.8304375797459,9.6,3.32,2610,9589.75234299614,17.0881114820729,2.36721507746257,1.36721507746257,1.29162868588059,5,"0151"
"6323","RIKO_02",1M 0S,16.98,7.56,24.2504375797459,14.8304375797459,9.42,3.32,2610,9680.94062914179,16.767709391784,2.39334020633128,1.39334020633128,1.31492040692959,4.82,"0151"
"6324","RIKO_02",2M 0S,16.8,7.56,24.0704375797459,14.8304375797459,9.24,3.32,2610,9774.78069638075,16.4473073014951,2.42048319736371,1.42048319736371,1.33906758561244,4.63,"0151"
"6325","RIKO_02",3M 0S,16.63,7.56,23.9004375797459,14.8304375797459,9.07,3.32,2610,9865.96032315789,16.1447053273334,2.44710746897913,1.44710746897913,1.36270196644348,4.45,"0151"
"6326","RIKO_02",4M 0S,16.45,7.56,23.7204375797459,14.8304375797459,8.89,3.32,2610,9965.34015974556,15.8243032370446,2.47640773269299,1.47640773269299,1.38865326750705,4.27,"0151"
"6327","RIKO_02",5M 0S,16.28,7.56,23.5504375797459,14.8304375797459,8.72,3.32,2610,10062.010487267,15.5217012628829,2.50519091096797,1.50519091096797,1.41408704175872,4.09,"0151"
"6328","RIKO_02",6M 0S,16.1,7.56,23.3704375797459,14.8304375797459,8.54,3.32,2610,10167.4974641669,15.201299172594,2.53691624632795,1.53691624632795,1.44205248077711,3.91,"0151"
"6329","RIKO_02",7M 0S,15.93,7.56,23.2004375797459,14.8304375797459,8.37,3.32,2610,10270.2325883767,14.8986971984323,2.56813198848754,1.56813198848754,1.46949925343286,3.73,"0151"
"6330","RIKO_02",8M 0S,15.76,7.56,23.0304375797459,14.8304375797459,8.2,3.32,2610,10376.1461899926,14.5960952242706,2.6006420419074,1.6006420419074,1.49801109365463,3.55,"0151"
"6331","RIKO_02",9M 0S,15.59,7.56,22.8604375797459,14.8304375797459,8.03,3.32,2610,10485.4056196562,14.2934932501089,2.63452861066509,1.63452861066509,1.52765122275024,3.37,"0151"
"6332","RIKO_02",10M 0S,15.42,7.56,22.6904375797459,14.8304375797459,7.86,3.32,2610,10598.1908293332,13.9908912759472,2.66988101064131,1.66988101064131,1.55848796669864,3.19,"0151"
"6333","RIKO_02",11M 0S,15.25,7.56,22.5204375797459,14.8304375797459,7.69,3.32,2610,10714.6956191328,13.6882893017855,2.70679645560997,1.70679645560997,1.59059528197143,3.02,"0151"
"6334","RIKO_02",12M 0S,15.08,7.56,22.3504375797459,14.8304375797459,7.52,3.32,2610,10835.1290382993,13.3856873276237,2.74538094995222,1.74538094995222,1.62405334771797,2.84,"0151"
"6335","RIKO_02",13M 0S,14.91,7.56,22.1804375797459,14.8304375797459,7.35,3.32,2610,10959.7169634242,13.083085353462,2.78575030525724,1.78575030525724,1.65894923429602,2.67,"0151"
"6336","RIKO_02",14M 0S,14.74,7.56,22.0104375797459,14.8304375797459,7.18,3.32,2610,11088.7038809973,12.7804833793003,2.82803130134271,1.82803130134271,1.69537765988275,2.49,"0151"
"6337","RIKO_02",15M 0S,14.57,7.56,21.8404375797459,14.8304375797459,7.01,3.32,2610,11222.3549063183,12.4778814051386,2.87236301621123,1.87236301621123,1.73344184900928,2.32,"0151"
"6338","RIKO_02",16M 0S,14.4,7.56,21.6704375797459,14.8304375797459,6.84,3.32,2610,11360.9580767228,12.1752794309769,2.91889835433344,1.91889835433343,1.77325450940504,2.15,"0151"
"6339","RIKO_02",17M 0S,14.24,7.56,21.5104375797459,14.8304375797459,6.68,3.32,2610,11496.212341619,11.8904775729424,2.96485999156298,1.96485999156298,1.81243274591249,1.98,"0151"
"6340","RIKO_02",18M 0S,14.07,7.56,21.3404375797459,14.8304375797459,6.51,3.32,2610,11645.349143844,11.5878755987807,3.01616969948398,2.01616969948398,1.85600210935628,1.8,"0151"
"6341","RIKO_02",19M 0S,13.91,7.56,21.1804375797459,14.8304375797459,6.34,3.32,2610,11800.4448400352,11.285273624619,3.07180831918623,2.07023103211998,1.90171781089458,1.63,"0151"
"6342","RIKO_02",20M 0S,13.74,7.56,21.0104375797459,14.8304375797459,6.18,3.32,2610,11952.2252873843,11.0004717665844,3.1238292465438,2.1238292465438,1.94685043372265,1.46,"0151"
"6343","RIKO_01",0S,17.78,7.1,25.0504375797459,14.3704375797459,10.68,3.32,2610,9091.95718166658,19.0105240238061,2.18588621195138,1.18588621195138,1.12662308568139,5,"0152"
"6344","RIKO_01",1M 0S,17.6,7.1,24.8704375797459,14.3704375797459,10.49,3.32,2610,9173.92666255373,18.67232181739,2.20831885068071,1.20736556183419,1.14599174063293,4.82,"0152"
"6345","RIKO_01",2M 0S,17.42,7.1,24.6904375797459,14.3704375797459,10.31,3.32,2610,9253.66291803316,18.3519197271012,2.22941462110967,1.22844468900492,1.16496547317887,4.63,"0152"
"6346","RIKO_01",3M 0S,17.24,7.1,24.5104375797459,14.3704375797459,10.14,3.32,2610,9330.91064640125,18.0493177529395,2.24903991554642,1.24903991554642,1.18347116753424,4.45,"0152"
"6347","RIKO_01",4M 0S,17.06,7.1,24.3304375797459,14.3704375797459,9.96,3.32,2610,9414.8485645801,17.7289156626506,2.27161292606834,1.27161292606834,1.20371722142783,4.27,"0152"
"6348","RIKO_01",5M 0S,16.88,7.1,24.1504375797459,14.3704375797459,9.78,3.32,2610,9501.09325320697,17.4085135723617,2.29501684495304,1.29501684495304,1.22466804466221,4.09,"0152"
"6349","RIKO_01",6M 0S,16.71,7.1,23.9804375797459,14.3704375797459,9.6,3.32,2610,9589.75234299614,17.0881114820729,2.32034007746257,1.31929841079591,1.24636108883703,3.91,"0152"
"6350","RIKO_01",7M 0S,16.53,7.1,23.8004375797459,14.3704375797459,9.43,3.32,2610,9675.80621317249,16.7855095079112,2.34308215733199,1.34308215733199,1.26756662842715,3.73,"0152"
"6351","RIKO_01",8M 0S,16.36,7.1,23.6304375797459,14.3704375797459,9.25,3.32,2610,9769.4956023494,16.4651074176223,2.3702988912044,1.36921781012332,1.29082047895421,3.55,"0152"
"6352","RIKO_01",9M 0S,16.18,7.1,23.4504375797459,14.3704375797459,9.08,3.32,2610,9860.52602898456,16.1625054434606,2.39485294533488,1.39485294533488,1.31357967495311,3.37,"0152"
"6353","RIKO_01",10M 0S,16.01,7.1,23.2804375797459,14.3704375797459,8.9,3.32,2610,9959.74008053976,15.8421033531717,2.42418704984727,1.42306345434165,1.33856905215799,3.19,"0152"
"6354","RIKO_01",11M 0S,15.83,7.1,23.1004375797459,14.3704375797459,8.73,3.32,2610,10056.2459434039,15.53950137901,2.45077488472402,1.45077488472402,1.36305912767193,3.02,"0152"
"6355","RIKO_01",12M 0S,15.66,7.1,22.9304375797459,14.3704375797459,8.56,3.32,2610,10155.6126004156,15.2368994048483,2.47958700276176,1.47958700276176,1.38846203081546,2.84,"0152"
"6356","RIKO_01",13M 0S,15.49,7.1,22.7604375797459,14.3704375797459,8.39,3.32,2610,10257.9842446171,14.9342974306866,2.509566715571,1.509566715571,1.41482976703985,2.67,"0152"
"6357","RIKO_01",14M 0S,15.32,7.1,22.5904375797459,14.3704375797459,8.21,3.32,2610,10369.825052525,14.6138953403977,2.54388121116208,1.54266318436549,1.44386252311255,2.49,"0152"
"6358","RIKO_01",15M 0S,15.15,7.1,22.4204375797459,14.3704375797459,8.04,3.32,2610,10478.8828161511,14.311293366236,2.57652546562695,1.57528168453242,1.47239803866054,2.32,"0152"
"6359","RIKO_01",16M 0S,14.98,7.1,22.2504375797459,14.3704375797459,7.87,3.32,2610,10591.4554039123,14.0086913920743,2.61058001825168,1.60930937022118,1.50208420793481,2.15,"0152"
"6360","RIKO_01",17M 0S,14.81,7.1,22.0804375797459,14.3704375797459,7.71,3.32,2610,10700.7894541307,13.7238895340398,2.6427061924307,1.6427061924307,1.53113878433293,1.98,"0152"
"6361","RIKO_01",18M 0S,14.64,7.1,21.9104375797459,14.3704375797459,7.54,3.32,2610,10820.7492986676,13.4212875598781,2.67974333470036,1.67974333470036,1.56326667977437,1.8,"0152"
"6362","RIKO_01",19M 0S,14.47,7.1,21.7404375797459,14.3704375797459,7.37,3.32,2610,10944.8361460202,13.1186855857164,2.71848911039901,1.71848911039901,1.59677175222386,1.63,"0152"
"6363","RIKO_01",20M 0S,14.31,7.1,21.5804375797459,14.3704375797459,7.2,3.32,2610,11073.2921933813,12.8160836115547,2.76045343661676,1.75906454772787,1.63174449110512,1.46,"0152"
"6364","RIKO_02",0S,17.16,7.58,24.4304375797459,14.8504375797459,9.58,3.32,2610,9599.75730382157,17.0525112498186,2.37215707136124,1.37215707136124,1.2961478639788,5,"0152"
"6365","RIKO_02",1M 0S,16.98,7.58,24.2504375797459,14.8504375797459,9.4,3.32,2610,9691.23402984762,16.7321091595297,2.39843241953624,1.39843241953624,1.31956800431327,4.82,"0152"
"6366","RIKO_02",2M 0S,16.8,7.58,24.0704375797459,14.8504375797459,9.23,3.32,2610,9780.07437708094,16.429507185368,2.42310560602824,1.42418902964688,1.34247765281332,4.63,"0152"
"6367","RIKO_02",3M 0S,16.63,7.58,23.9004375797459,14.8504375797459,9.05,3.32,2610,9876.85592042975,16.1091050950791,2.45251544128626,1.45251544128626,1.3676182223368,4.45,"0152"
"6368","RIKO_02",4M 0S,16.45,7.58,23.7204375797459,14.8504375797459,8.88,3.32,2610,9970.94969588343,15.8065031209174,2.47919648013972,1.48032260626584,1.39224226048449,4.27,"0152"
"6369","RIKO_02",5M 0S,16.28,7.58,23.5504375797459,14.8504375797459,8.7,3.32,2610,10073.5693773359,15.4861010306285,2.51094997053341,1.51094997053341,1.41930004265014,4.09,"0152"
"6370","RIKO_02",6M 0S,16.1,7.58,23.3704375797459,14.8504375797459,8.53,3.32,2610,10173.4555645694,15.1834990564668,2.53989035681602,1.54106268975858,1.44583836995101,3.91,"0152"
"6371","RIKO_02",7M 0S,15.93,7.58,23.2004375797459,14.8504375797459,8.36,3.32,2610,10276.3732362129,14.8808970823051,2.57120391670343,1.57240008895224,1.47338804443088,3.73,"0152"
"6372","RIKO_02",8M 0S,15.76,7.58,23.0304375797459,14.8504375797459,8.18,3.32,2610,10388.82322122,14.5604949920163,2.60700057990718,1.60700057990718,1.50372619302349,3.55,"0152"
"6373","RIKO_02",9M 0S,15.59,7.58,22.8604375797459,14.8504375797459,8.01,3.32,2610,10498.4878525915,14.2578930178546,2.64110670956813,1.64110670956813,1.5335488241086,3.37,"0152"
"6374","RIKO_02",10M 0S,15.42,7.58,22.6904375797459,14.8504375797459,7.84,3.32,2610,10611.7003196222,13.9552910436928,2.67669193158682,1.67669193158682,1.56457830392901,3.19,"0152"
"6375","RIKO_02",11M 0S,15.25,7.58,22.5204375797459,14.8504375797459,7.67,3.32,2610,10728.6561405185,13.6526890695311,2.71385459499879,1.71385459499879,1.59688940268043,3.02,"0152"
"6376","RIKO_02",12M 0S,15.08,7.58,22.3504375797459,14.8504375797459,7.5,3.32,2610,10849.5662586114,13.3500870953694,2.75270196581876,1.75270196581876,1.63056319731022,2.84,"0152"
"6377","RIKO_02",13M 0S,14.91,7.58,22.1804375797459,14.8504375797459,7.33,3.32,2610,10974.6586431141,13.0474851212077,2.79335126106967,1.79335126106967,1.66568775079749,2.67,"0152"
"6378","RIKO_02",14M 0S,14.74,7.58,22.0104375797459,14.8504375797459,7.16,3.32,2610,11104.1800977136,12.744883147046,2.83593083011742,1.83593083011742,1.70235888116185,2.49,"0152"
"6379","RIKO_02",15M 0S,14.57,7.58,21.8404375797459,14.8504375797459,6.99,3.32,2610,11238.398309658,12.4422811728843,2.88058150838923,1.88058150838923,1.74068103434002,2.32,"0152"
"6380","RIKO_02",16M 0S,14.4,7.58,21.6704375797459,14.8504375797459,6.83,3.32,2610,11369.2719878806,12.1574793148498,2.92317199760479,1.92463612644812,1.77835916257132,2.15,"0152"
"6381","RIKO_02",17M 0S,14.24,7.58,21.5104375797459,14.8504375797459,6.66,3.32,2610,11513.460981989,11.8548773406881,2.97376347502112,1.97376347502113,1.82022148292651,1.98,"0152"
"6382","RIKO_02",18M 0S,14.07,7.58,21.3404375797459,14.8504375797459,6.49,3.32,2610,11663.2788683088,11.5522753665263,3.0254645213622,2.0254645213622,1.86410218168922,1.8,"0152"
"6383","RIKO_02",19M 0S,13.91,7.58,21.1804375797459,14.8504375797459,6.33,3.32,2610,11809.7622081193,11.2674735084918,3.07666109694166,2.07666109694166,1.90737920727594,1.63,"0152"
"6384","RIKO_02",20M 0S,13.74,7.58,21.0104375797459,14.8504375797459,6.16,3.32,2610,11971.6125268698,10.9648715343301,3.13397154929232,2.13397154929232,1.95561848104838,1.46,"0152"
"6385","RIKO_01",0S,17.78,7.04,25.0504375797459,14.3104375797459,10.74,3.32,2610,9066.52508378883,19.117324720569,2.173674557136,1.173674557136,1.11533307418842,5,"0153"
"6386","RIKO_01",1M 0S,17.6,7.04,24.8704375797459,14.3104375797459,10.56,3.32,2610,9143.47009917709,18.7969226302802,2.19368037345082,1.19368037345082,1.13338411449464,4.82,"0153"
"6387","RIKO_01",2M 0S,17.42,7.04,24.6904375797459,14.3104375797459,10.38,3.32,2610,9222.40799620982,18.4765205399913,2.21438003310604,1.21438003310604,1.15202905873089,4.63,"0153"
